filename,width,height,class,ymin,xmin,ymax,xmax
00007_00035_00015.png,40,40,Speed limit (100km/h),6,6,35,35
00002_00066_00018.png,38,43,Speed limit (50km/h),6,5,38,33
00005_00053_00008.png,31,31,Speed limit (80km/h),5,5,26,26
00003_00024_00021.png,43,46,Speed limit (60km/h),6,6,41,38
00025_00035_00000.png,26,25,Road work,5,5,20,21
00008_00009_00015.png,39,39,Speed limit (120km/h),5,5,34,34
00012_00043_00014.png,32,32,Priority road,5,5,27,27
00012_00008_00005.png,34,34,Priority road,6,6,29,29
00007_00027_00028.png,68,70,Speed limit (100km/h),7,7,64,62
00025_00003_00014.png,97,86,Road work,8,8,79,89
00009_00031_00018.png,33,34,No passing,5,5,28,28
00025_00024_00010.png,49,46,Road work,5,5,41,44
00038_00056_00014.png,53,56,Keep right,5,6,50,47
00013_00008_00014.png,49,60,Yield,5,5,55,44
00008_00012_00021.png,57,57,Speed limit (120km/h),6,6,52,52
00005_00048_00001.png,32,32,Speed limit (80km/h),6,6,27,27
00038_00019_00013.png,35,36,Keep right,6,5,31,30
00012_00038_00016.png,46,47,Priority road,6,5,42,41
00004_00059_00025.png,80,79,Speed limit (70km/h),7,8,72,73
00004_00048_00015.png,41,41,Speed limit (70km/h),5,5,36,35
00005_00016_00006.png,36,36,Speed limit (80km/h),6,6,31,31
00001_00022_00004.png,34,37,Speed limit (30km/h),6,5,32,29
00005_00003_00021.png,41,41,Speed limit (80km/h),6,6,36,36
00008_00002_00002.png,27,27,Speed limit (120km/h),5,5,21,21
00001_00009_00002.png,30,30,Speed limit (30km/h),5,6,24,25
00038_00046_00020.png,45,41,Keep right,5,6,36,39
00010_00043_00028.png,63,72,No passing for vehicles over 3.5 metric tons,7,5,66,58
00038_00031_00026.png,85,84,Keep right,7,8,77,78
00010_00045_00000.png,37,37,No passing for vehicles over 3.5 metric tons,6,6,32,32
00002_00027_00028.png,68,64,Speed limit (50km/h),6,6,59,62
00013_00068_00015.png,81,62,Yield,5,7,57,74
00007_00022_00020.png,58,57,Speed limit (100km/h),5,6,52,53
00004_00007_00004.png,30,32,Speed limit (70km/h),6,5,26,25
00025_00009_00005.png,31,29,Road work,6,6,24,26
00013_00071_00028.png,69,63,Yield,6,7,58,63
00012_00018_00026.png,98,101,Priority road,9,9,93,90
00002_00066_00025.png,43,47,Speed limit (50km/h),6,5,41,38
00038_00018_00013.png,32,31,Keep right,5,6,26,27
00001_00044_00012.png,41,41,Speed limit (30km/h),5,5,36,36
00010_00059_00029.png,109,111,No passing for vehicles over 3.5 metric tons,9,10,102,100
00025_00019_00006.png,47,44,Road work,5,5,39,42
00001_00038_00028.png,54,56,Speed limit (30km/h),5,5,51,49
00010_00008_00001.png,31,30,No passing for vehicles over 3.5 metric tons,5,5,25,25
00013_00026_00008.png,37,45,Yield,5,5,40,32
00005_00008_00012.png,40,41,Speed limit (80km/h),6,5,36,35
00012_00053_00022.png,73,59,Priority road,6,7,54,67
00005_00004_00012.png,35,38,Speed limit (80km/h),6,5,32,29
00038_00017_00028.png,64,68,Keep right,7,5,62,59
00013_00060_00013.png,50,45,Yield,5,5,40,45
00004_00030_00008.png,33,34,Speed limit (70km/h),5,5,29,28
00004_00041_00016.png,40,40,Speed limit (70km/h),6,6,35,35
00009_00025_00021.png,51,51,No passing,5,5,46,46
00008_00004_00008.png,32,31,Speed limit (120km/h),5,6,26,27
00007_00037_00014.png,36,37,Speed limit (100km/h),6,5,32,31
00012_00017_00004.png,33,33,Priority road,5,5,28,28
00025_00002_00021.png,69,61,Road work,6,7,56,63
00010_00008_00000.png,31,31,No passing for vehicles over 3.5 metric tons,6,6,26,26
00008_00037_00010.png,35,36,Speed limit (120km/h),6,6,31,30
00025_00026_00024.png,70,68,Road work,6,7,62,64
00010_00020_00020.png,40,40,No passing for vehicles over 3.5 metric tons,5,5,35,35
00013_00057_00018.png,111,98,Yield,8,10,90,102
00038_00002_00028.png,85,87,Keep right,8,8,79,78
00010_00039_00019.png,43,43,No passing for vehicles over 3.5 metric tons,6,6,38,38
00013_00053_00006.png,47,43,Yield,5,5,38,42
00005_00006_00020.png,55,55,Speed limit (80km/h),5,5,50,50
00003_00008_00012.png,36,37,Speed limit (60km/h),5,5,32,31
00008_00046_00021.png,43,43,Speed limit (120km/h),5,5,38,38
00003_00031_00002.png,27,28,Speed limit (60km/h),6,6,23,22
00001_00027_00002.png,32,31,Speed limit (30km/h),6,6,26,26
00004_00050_00028.png,63,68,Speed limit (70km/h),6,5,62,57
00004_00017_00007.png,31,33,Speed limit (70km/h),5,5,27,26
00007_00026_00005.png,29,29,Speed limit (100km/h),6,6,24,23
00010_00027_00005.png,29,32,No passing for vehicles over 3.5 metric tons,6,5,27,24
00004_00031_00028.png,48,49,Speed limit (70km/h),6,6,44,43
00002_00024_00010.png,36,35,Speed limit (50km/h),6,6,30,31
00004_00044_00006.png,30,31,Speed limit (70km/h),5,5,26,25
00001_00072_00018.png,72,73,Speed limit (30km/h),7,6,67,66
00002_00017_00018.png,46,46,Speed limit (50km/h),5,5,41,41
00002_00071_00005.png,27,27,Speed limit (50km/h),5,6,22,22
00007_00028_00005.png,31,32,Speed limit (100km/h),5,6,27,26
00001_00038_00000.png,27,28,Speed limit (30km/h),6,6,23,22
00005_00046_00004.png,31,33,Speed limit (80km/h),6,5,28,26
00001_00040_00000.png,33,34,Speed limit (30km/h),6,6,29,28
00004_00058_00028.png,62,62,Speed limit (70km/h),5,6,57,57
00025_00034_00011.png,58,58,Road work,6,5,53,53
00013_00044_00003.png,46,42,Yield,5,5,37,41
00025_00000_00014.png,57,56,Road work,6,6,51,52
00012_00033_00024.png,58,63,Priority road,5,5,58,53
00002_00037_00026.png,59,58,Speed limit (50km/h),6,6,53,54
00012_00001_00024.png,63,64,Priority road,6,6,59,58
00005_00033_00013.png,34,35,Speed limit (80km/h),5,6,30,29
00002_00054_00000.png,27,26,Speed limit (50km/h),6,6,21,22
00013_00011_00010.png,42,44,Yield,6,6,39,37
00002_00039_00020.png,43,44,Speed limit (50km/h),6,6,39,38
00003_00036_00009.png,33,34,Speed limit (60km/h),6,5,29,28
00010_00030_00018.png,36,36,No passing for vehicles over 3.5 metric tons,5,5,31,31
00010_00018_00016.png,46,46,No passing for vehicles over 3.5 metric tons,5,5,41,41
00012_00010_00021.png,68,56,Priority road,5,7,51,62
00010_00009_00003.png,32,33,No passing for vehicles over 3.5 metric tons,6,5,28,27
00009_00033_00005.png,33,30,No passing,5,6,24,27
00002_00037_00023.png,49,50,Speed limit (50km/h),5,5,45,44
00025_00030_00002.png,53,47,Road work,5,6,42,47
00013_00048_00005.png,53,48,Yield,6,6,43,47
00005_00023_00001.png,32,32,Speed limit (80km/h),5,5,27,27
00012_00055_00007.png,35,36,Priority road,6,5,31,30
00025_00048_00005.png,34,39,Road work,5,6,34,29
00010_00049_00000.png,29,29,No passing for vehicles over 3.5 metric tons,6,6,24,24
00013_00066_00025.png,71,63,Yield,6,7,58,65
00001_00053_00016.png,67,73,Speed limit (30km/h),6,6,67,61
00005_00026_00013.png,35,34,Speed limit (80km/h),6,6,28,30
00012_00057_00026.png,48,51,Priority road,6,5,46,43
00002_00024_00016.png,42,42,Speed limit (50km/h),6,6,37,37
00001_00045_00019.png,65,64,Speed limit (30km/h),5,6,59,60
00001_00018_00023.png,87,93,Speed limit (30km/h),9,7,85,80
00003_00035_00026.png,64,64,Speed limit (60km/h),5,5,59,59
00013_00045_00012.png,84,84,Yield,7,7,77,77
00001_00038_00021.png,40,43,Speed limit (30km/h),6,5,38,35
00010_00026_00003.png,30,31,No passing for vehicles over 3.5 metric tons,6,5,26,25
00013_00029_00018.png,44,41,Yield,6,6,35,38
00012_00052_00025.png,149,150,Priority road,13,13,137,136
00012_00018_00025.png,83,84,Priority road,7,7,77,76
00038_00012_00010.png,28,30,Keep right,6,5,24,23
00012_00043_00013.png,33,33,Priority road,6,6,28,28
00002_00056_00014.png,41,41,Speed limit (50km/h),6,6,36,36
00025_00027_00024.png,88,81,Road work,7,8,74,81
00001_00019_00024.png,50,52,Speed limit (30km/h),6,5,47,45
00008_00019_00028.png,79,79,Speed limit (120km/h),7,7,72,72
00005_00036_00024.png,54,53,Speed limit (80km/h),5,5,48,49
00012_00042_00026.png,120,119,Priority road,10,11,109,110
00004_00025_00014.png,46,45,Speed limit (70km/h),6,5,40,41
00007_00005_00006.png,37,38,Speed limit (100km/h),6,5,32,31
00009_00016_00002.png,44,44,No passing,5,6,39,39
00001_00002_00008.png,50,51,Speed limit (30km/h),6,6,46,45
00010_00011_00001.png,31,30,No passing for vehicles over 3.5 metric tons,5,6,25,26
00038_00027_00021.png,34,34,Keep right,5,6,29,29
00009_00001_00009.png,31,32,No passing,6,5,27,26
00010_00028_00010.png,37,36,No passing for vehicles over 3.5 metric tons,5,6,31,32
00025_00036_00010.png,46,43,Road work,6,6,37,41
00002_00065_00028.png,154,154,Speed limit (50km/h),14,14,141,141
00007_00030_00021.png,38,39,Speed limit (100km/h),6,5,33,32
00002_00041_00000.png,27,25,Speed limit (50km/h),5,6,20,22
00002_00035_00003.png,35,34,Speed limit (50km/h),5,6,29,30
00008_00034_00005.png,33,33,Speed limit (120km/h),5,6,28,28
00007_00030_00012.png,33,32,Speed limit (100km/h),5,6,27,28
00038_00064_00025.png,68,69,Keep right,6,7,63,62
00008_00013_00029.png,140,143,Speed limit (120km/h),13,12,131,128
00010_00048_00021.png,48,48,No passing for vehicles over 3.5 metric tons,6,6,43,43
00002_00045_00004.png,29,27,Speed limit (50km/h),6,6,22,24
00012_00052_00022.png,134,136,Priority road,12,12,125,123
00025_00029_00026.png,112,109,Road work,9,9,100,103
00002_00002_00007.png,29,29,Speed limit (50km/h),6,6,24,24
00005_00023_00029.png,88,88,Speed limit (80km/h),7,7,81,81
00002_00026_00005.png,31,33,Speed limit (50km/h),6,5,28,26
00025_00009_00021.png,54,52,Road work,6,5,47,49
00004_00021_00020.png,50,49,Speed limit (70km/h),6,6,44,45
00012_00020_00013.png,36,37,Priority road,5,5,32,31
00009_00035_00000.png,28,29,No passing,5,5,24,23
00025_00046_00010.png,46,46,Road work,6,5,41,41
00009_00043_00019.png,45,43,No passing,5,5,37,40
00004_00042_00016.png,39,39,Speed limit (70km/h),6,5,33,33
00002_00009_00015.png,57,55,Speed limit (50km/h),5,6,50,52
00004_00007_00023.png,44,47,Speed limit (70km/h),6,5,41,39
00005_00018_00013.png,32,33,Speed limit (80km/h),6,5,27,26
00004_00062_00022.png,47,46,Speed limit (70km/h),5,6,41,42
00005_00039_00017.png,35,35,Speed limit (80km/h),5,6,30,30
00025_00005_00010.png,36,37,Road work,5,6,31,31
00012_00041_00003.png,29,29,Priority road,5,5,24,24
00012_00059_00011.png,35,35,Priority road,5,5,30,30
00010_00039_00005.png,30,30,No passing for vehicles over 3.5 metric tons,5,5,24,24
00025_00000_00005.png,49,47,Road work,6,6,42,44
00001_00032_00006.png,36,36,Speed limit (30km/h),6,6,31,31
00010_00053_00000.png,36,34,No passing for vehicles over 3.5 metric tons,5,6,29,31
